,gene_category
AB340534,
AB340928,
AB340940,
AB340976,
AB340990,
AB341001,
AB341018,
AB341028,
AB341074,
AB341098,
AB341100,
AB341111,
AB341135,
AB341138,
AB341166,
AB341180,
AB341191,
AB341556,
AB341580,
AB341590,
AB341597,
AB341654,
AB341946,
AB341979,
AB341994,
AB341998,
AB342013,
AB342034,
AB342727,
AB342860,
AB342872,
AB342896,
AB342953,
AB343394,
AB345949,
AB345950,
AB346227,
AB347565,
AB349192,
AB349505,
AB349556,
AB349586,
AB349695,
AB349790,
AB349855,
AB349959,
AB350188,
AB350257,
AB350538,
AB350566,
AB350908,
AB350970,
AB351078,
AB351165,
AB351921,
AB352058,
AB352175,
AB352403,
AB352479,
AB352701,
AB352881,
AB352963,
AB352980,
ABAT,
ABCA1,
ABCA12,
ABCA13,
ABCA14,
ABCA15,
ABCA16,
ABCA17,
ABCA2,
ABCA3,
ABCA4,
ABCA5,
ABCA6,
ABCA7,
ABCA8A,
ABCA8B,
ABCA9,
ABCB10,
ABCB11,
ABCB1A,LPS Response
ABCB1B,
ABCB4,
ABCB5,
ABCB6,
ABCB7,
ABCB8,
ABCB9,
ABCC1,
ABCC10,
ABCC12,
ABCC2,
ABCC3,
ABCC4,
ABCC5,
ABCC6,
ABCC8,
ABCC9,
ABCD1,
ABCD2,
ABCD3,
ABCD4,
ABCE1,
ABCF1,
ABCF2,
ABCF3,
ABCG1,
ABCG2,
ABCG3,
ABCG4,
ABCG5,
ABCG8,
ABHD1,
ABHD10,
ABHD11,
ABHD12,
ABHD12B,
ABHD13,
ABHD14A,
ABHD14B,
ABHD15,
ABHD16A,
ABHD16B,
ABHD2,
ABHD3,
ABHD4,
ABHD5,
ABHD6,
ABHD8,
ABI1,
ABI2,
ABI3,
ABI3BP,
ABL1,
ABL2,
ABLIM1,
ABLIM2,
ABLIM3,
ABO,
ABP1,
ABPA,
ABPA29_A7,
ABPARTS,
ABPB,
ABPD,
ABPE,
ABPG,
ABPZ,
ABR,
ABRA,
ABT1,
ABTB2,LPS Response
ACAA1A,
ACAA1B,
ACAA2,
ACACA,
ACACB,
ACAD10,
ACAD8,
ACAD9,
ACADL,
ACADM,
ACADS,
ACADSB,
ACADVL,
ACAN,
ACAP2,
ACAP3,
ACAT1,
ACAT2,
ACAT3,
ACBD3,
ACBD4,
ACBD5,
ACBD6,
ACBD7,
ACCN1,
ACCN2,
ACCN3,
ACCN4,
ACCN5,
ACCS,
ACCSL,
ACD,
ACE,
ACE2,
ACE3,
ACER1,
ACER2,
ACER3,
ACHE,
ACIN1,
ACLY,
ACMSD,
ACN9,
ACNAT1,
ACNAT2,
ACO1,
ACO2,
ACOT1,
ACOT10,
ACOT11,
ACOT12,
ACOT13,
ACOT2,
ACOT3,
ACOT4,
ACOT5,
ACOT6,
ACOT7,
ACOT8,
ACOT9,
ACOX1,
ACOX2,
ACOX3,
ACOXL,
ACP1,
ACP2,
ACP5,
ACP6,
ACPL2,
ACPP,LPS Response
ACPT,
ACR,
ACRBP,
ACRV1,
ACSBG1,
ACSBG2,
ACSF2,
ACSF3,
ACSL1,LPS Response
ACSL3,
ACSL4,
ACSL5,
ACSL6,
ACSM1,
ACSM2,
ACSM3,
ACSM4,
ACSM5,
ACSS1,
ACSS2,
ACSS3,
ACTA1,
ACTA2,
ACTB,Housekeeping
ACTBL2,
ACTC1,
ACTG1,
ACTG2,
ACTL6A,
ACTL6B,
ACTL7A,
ACTL7B,
ACTL9,
ACTN1,
ACTN2,
ACTN3,
ACTN4,
ACTR10,
ACTR1B,
ACTR2,
ACTR3,
ACTR3B,
ACTR5,
ACTR6,
ACTR8,
ACTRT1,
ACTRT2,
ACVR1,LPS Response
ACVR1B,
ACVR1C,
ACVR2A,
ACVR2B,
ACVRL1,
ACY1,
ACY3,
ACYP1,
ACYP2,
ADA,
ADAD1,
ADAD2,
ADAL,
ADAM10,
ADAM11,
ADAM12,
ADAM15,
ADAM17,
ADAM18,
ADAM19,
ADAM1A,
ADAM1B,
ADAM2,
ADAM21,
ADAM22,
ADAM23,
ADAM24,
ADAM25,
ADAM26A,
ADAM26B,
ADAM28,
ADAM29,
ADAM3,
ADAM30,
ADAM32,
ADAM34,
ADAM39,
ADAM4,
ADAM5,
ADAM6A,
ADAM6B,
ADAM7,
ADAM8,
ADAM9,
ADAMDEC1,
ADAMTS1,
ADAMTS10,
ADAMTS12,
ADAMTS13,
ADAMTS14,
ADAMTS15,
ADAMTS16,
ADAMTS17,
ADAMTS18,
ADAMTS19,
ADAMTS2,
ADAMTS20,
ADAMTS3,
ADAMTS4,LPS Response
ADAMTS5,
ADAMTS6,
ADAMTS7,
ADAMTS8,
ADAMTS9,
ADAMTSL1,
ADAMTSL2,
ADAMTSL3,
ADAMTSL4,
ADAMTSL5,
ADAP1,
ADAP2,LPS Response
ADAR,LPS Response
ADARB1,
ADARB2,
ADAT1,
ADAT2,
ADAT3,
ADC,
ADCK1,
ADCK2,
ADCK3,
ADCK4,
ADCK5,
ADCY1,
ADCY10,
ADCY2,
ADCY3,
ADCY4,
ADCY5,
ADCY6,
ADCY7,
ADCY8,
ADCY9,
ADCYAP1,
ADCYAP1R1,
ADD1,
ADD2,
ADD3,
ADH1,
ADH4,
ADH5,
ADH6-PS1,
ADH6A,
ADH6B,
ADH7,
ADHFE1,LPS Response
ADI1,
ADIG,
ADIPOQ,
ADIPOR1,
ADIPOR2,
ADK,
ADM,
ADM2,
ADNP,
ADNP2,
ADO,
ADORA1,
ADORA2A,LPS Response
ADORA2B,
ADORA3,
ADPGK,
ADPRH,
ADPRHL1,
ADPRHL2,
ADRA1A,
ADRA1B,
ADRA1D,
ADRA2A,
ADRA2B,
ADRA2C,
ADRB1,
ADRB2,
ADRB3,
ADRBK1,
ADRBK2,
ADRM1,
ADSL,
ADSS,
ADSSL1,
AEBP1,
AEBP2,
AEN,
AES,
AF032968,
AF067063,
AF217545,
AF251705,
AF332090,
AF357355,
AF357359,
AF357374,
AF357376,
AF365933,
AF366264,
AF479018,
AF529169,
AFAP1,
AFAP1L1,
AFAP1L2,
AFF1,LPS Response
AFF2,
AFF3,
AFF4,
AFG3L1,
AFG3L2,
AFM,
AFMID,
AFP,
AFTPH,LPS Response
AGA,
AGAP1,
AGAP2,
AGAP3,
AGBL1,
AGBL2,
AGBL3,
AGBL4,
AGBL5,
AGER,
AGFG1,
AGFG2,
AGGF1,
AGK,
AGL,
AGMAT,
AGPAT1,
AGPAT2,
AGPAT3,
AGPAT4,
AGPAT5,
AGPAT6,
AGPAT9,
AGPHD1,
AGPS,
AGR2,
AGR3,
AGRN,LPS Response
AGRP,
AGT,
AGTPBP1,
AGTR1A,
AGTR1B,
AGTR2,
AGTRAP,
AGXT,
AGXT2,
AGXT2L1,
AGXT2L2,
AHCTF1,
AHCY,
AHCYL1,
AHCYL2,
AHDC1,
AHI1,
AHNAK,
AHNAK2,
AHR,
AHRR,
AHSA1,
AHSA2,
AHSG,
AI118078,
AI182371,
AI314180,
AI314831,
AI314976,
AI316807,
AI317395,
AI324046,
AI413582,
AI414108,
AI427809,
AI428936,
AI429214,
AI462493,
AI464131,
AI467606,
AI480653,
AI481877,
AI504432,
AI506816,
AI507597,
AI593442,
AI597468,
AI597479,
AI606181,
AI607873,LPS Response
AI646023,
AI661453,
AI662270,
AI747448,
AI836003,
AI846148,
AI848100,
AI854703,
AI894139,
AI987944,
AICDA,
AIDA,LPS Response
AIF1,
AIF1L,
AIFM1,
AIFM2,
AIFM3,
AIG1,
AIM1,LPS Response
AIM1L,
AIM2,LPS Response
AIMP1,
AIMP2,
AIP,
AIPL1,
AIRE,
AIRN,
AJ308964,
AJ311366,
AJAP1,
AK002250,
AK002390,
AK002417,
AK002663,
AK002708,
AK002723,
AK002733,
AK002748,
AK002805,
AK002838,
AK002860,
AK002866,
AK002929,
AK003103,
AK003327,
AK003663,
AK003793,
AK003812,
AK003943,
AK004186,
AK004226,
AK004252,
AK004434,
AK004585,
AK005115,
AK005305,
AK005306,
AK005363,
AK005410,
AK005538,
AK005539,
AK005576,
AK005580,
AK005589,
AK005591,
AK005634,
AK005635,
AK005641,
AK005643,
AK005649,
AK005651,
AK005653,
AK005657,
AK005667,
AK005677,
AK005678,
AK005686,
AK005707,
AK005712,
AK005722,
AK005744,
AK005754,
AK005780,
AK005792,
AK005793,
AK005807,
AK005828,
AK005833,
AK005834,
AK005838,
AK005839,
AK005849,
AK005856,
AK005895,
AK005912,
AK005951,
AK005956,
AK005958,
AK005967,
AK005987,
AK006001,
AK006024,
AK006029,
AK006031,
AK006037,
AK006039,
AK006045,
AK006051,
AK006052,
AK006070,
AK006071,
AK006087,
AK006108,
AK006114,
AK006119,
AK006121,
AK006131,
AK006139,
AK006167,
AK006173,
AK006186,
AK006189,
AK006202,
AK006231,
AK006239,
AK006240,
AK006245,
AK006250,
AK006264,
AK006272,
AK006293,
AK006304,
AK006308,
AK006310,
AK006321,
AK006331,
AK006348,
AK006355,
AK006359,
AK006362,
AK006380,
AK006389,
AK006397,
AK006409,
AK006412,
AK006413,
AK006426,
AK006434,
AK006451,
AK006454,
AK006457,
AK006461,
AK006470,
AK006474,
AK006485,
AK006486,
AK006512,
AK006531,
AK006540,
AK006560,
AK006561,
AK006570,
AK006572,
AK006576,
AK006581,
AK006587,
AK006593,
AK006607,
AK006610,
AK006623,
AK006633,
AK006637,
AK006644,
AK006651,
AK006653,
AK006659,
AK006664,
AK006677,
AK006690,
AK006701,
AK006702,
AK006706,
AK006709,
AK006712,
AK006725,
AK006730,
AK006738,
AK006752,
AK006766,
AK006768,
AK006812,
AK006824,
AK006844,
AK006852,
AK006859,
AK006870,
AK006884,
AK006894,
AK006895,
AK006896,
AK006899,
AK006921,
AK006930,
AK006933,
AK006934,
AK006937,
AK006942,
AK006947,
AK006958,
AK006961,
AK006968,
AK006973,
AK006980,
AK006991,
AK006997,
AK007006,
AK007038,
AK007041,
AK007042,
AK007067,
AK007073,
AK007082,
AK007083,
AK007084,
AK007095,
AK007100,
AK007102,
AK007110,
AK007112,
AK007116,
AK007118,
AK007137,
AK007151,
AK007154,
AK007159,
AK007162,
AK007174,
AK007185,
AK007204,
AK007205,
AK007210,
AK007214,
AK007216,
AK007223,
AK007237,
AK007238,
AK007249,
AK007260,
AK007274,
AK007280,
AK007290,
AK007305,
AK007349,
AK007376,
AK007436,
AK007459,
AK007460,
AK007545,
AK007571,
AK007770,
AK007818,
AK007819,
AK007836,
AK007845,
AK007899,
AK007947,
AK007998,
AK008077,
AK008166,
AK008222,
AK008306,
AK008334,
AK008384,
AK008417,
AK008432,
AK008482,
AK008488,
AK008491,
AK008545,
AK008560,
AK008572,
AK008665,
AK008705,
AK008755,
AK008767,
AK008826,
AK008852,
AK008857,
AK008866,
AK008921,
AK008969,
AK009067,
AK009121,
AK009188,
AK009335,
AK009351,
AK009383,
AK009639,
AK009724,
AK009784,
AK009785,
AK009813,
AK009869,
AK009977,
AK010122,
AK010129,
AK010245,
AK010368,
AK010390,
AK010403,
AK010638,
AK010767,
AK010774,
AK010824,
AK010870,
AK010878,
AK010894,
AK010897,
AK011205,
AK011408,
AK011444,
AK011460,
AK011479,
AK011482,
AK011498,
AK011684,
AK011877,
AK011885,
AK011897,
AK011913,
AK012007,
AK012035,
AK012157,
AK012214,
AK012238,
AK012325,
AK012387,
AK012506,
AK012547,
AK012595,
AK012841,
AK013046,
AK013187,
AK013293,
AK013372,
AK013453,
AK013480,
AK013506,
AK013593,
AK013627,
AK013668,
AK013712,
AK013794,
AK013876,
AK013883,
AK014028,
AK014089,
AK014119,
AK014147,
AK014177,
AK014209,
AK014273,
AK014378,
AK014435,
AK014513,
AK014660,
AK014677,
AK014683,
AK014704,
AK014726,LPS Response
AK014786,
AK014798,
AK014841,
AK014857,
AK014951,
AK014964,
AK014969,
AK014974,
AK014986,
AK014992,
AK014999,
AK015004,
AK015045,
AK015072,
AK015092,
AK015099,
AK015105,
AK015118,
AK015174,
AK015183,
AK015188,
AK015191,
AK015200,
AK015203,
AK015219,
AK015236,
AK015257,
AK015277,
AK015279,
AK015284,
AK015289,
AK015316,
AK015322,
AK015324,
AK015336,
AK015341,
AK015347,
AK015360,
AK015363,
AK015373,
AK015376,
AK015378,
AK015384,
AK015392,
AK015395,
AK015404,
AK015409,
AK015413,
AK015421,
AK015428,
AK015444,
AK015459,
AK015470,
AK015475,
AK015482,
AK015488,
AK015492,
AK015493,
AK015520,
AK015526,
AK015529,
AK015544,
AK015545,
AK015552,
AK015560,
AK015562,
AK015566,
AK015581,
AK015610,
AK015664,
AK015665,
AK015677,
AK015703,
AK015712,
AK015714,
AK015744,
AK015749,
AK015773,
AK015813,
AK015814,
AK015818,
AK015877,
AK015891,
AK015892,
AK015900,
AK015914,
AK015940,
AK015944,
AK015950,
AK015953,
AK015956,
AK015958,
AK015969,
AK016002,
AK016007,
AK016027,
AK016028,
AK016032,
AK016040,
AK016046,
AK016054,
AK016061,
AK016071,
AK016077,
AK016085,
AK016097,
AK016100,
AK016107,
AK016120,
AK016128,
AK016129,
AK016131,
AK016162,
AK016163,
AK016172,
AK016177,
AK016178,
AK016179,
AK016192,
AK016207,
AK016225,
AK016243,
AK016244,
AK016251,
AK016265,
AK016276,
AK016280,
AK016281,
AK016283,
AK016284,
AK016307,
AK016328,
AK016335,
AK016345,
AK016361,
AK016372,
AK016377,
AK016383,
AK016388,
AK016393,
AK016412,
AK016413,
AK016417,LPS Response
AK016427,
AK016486,
AK016496,
AK016511,
AK016521,
AK016549,
AK016591,
AK016594,
AK016605,
AK016650,
AK016658,
AK016661,
AK016682,
AK016696,
AK016731,
AK016734,
AK016752,
AK016772,
AK016790,
AK016808,
AK016813,
AK016836,
AK016837,
AK016841,
AK016887,
AK016893,
AK016898,
AK016914,
AK016926,
AK016948,
AK016961,
AK017006,
AK017010,
AK017025,
AK017040,
AK017048,
AK017068,
AK017086,
AK017092,
AK017104,
AK017106,
AK017111,
AK017125,
AK017143,
AK017148,
AK017177,
AK017199,
AK017220,
AK017239,
AK017243,
AK017296,
AK017306,
AK017331,
AK017337,
AK017339,
AK017349,
AK017368,
AK017404,
AK017409,
AK017430,
AK017500,
AK017534,
AK017586,
AK017620,
AK017706,
AK017883,
AK017891,
AK017893,
AK017924,
AK018074,
AK018156,
AK018214,
AK018302,
AK018309,
AK018484,
AK018490,
AK018513,
AK018624,LPS Response
AK018699,
AK018753,
AK018772,
AK018841,
AK018847,
AK018858,
AK018879,
AK018891,
AK018902,
AK018905,
AK018911,
AK018913,
AK018918,
AK018924,
AK018929,
AK018937,
AK018940,
AK018946,
AK018948,
AK018965,
AK018967,
AK018968,
AK018972,
AK018976,
AK018977,
AK018984,
AK018988,
AK018990,
AK018991,
AK018996,
AK019031,
AK019053,
AK019057,
AK019067,
AK019082,
AK019114,
AK019124,
AK019125,
AK019250,
AK019262,
AK019290,
AK019365,
AK019366,LPS Response
AK019375,
AK019420,
AK019455,
AK019514,
AK019541,
AK019561,
AK019563,
AK019573,
AK019585,
AK019592,
AK019593,
AK019596,
AK019598,
AK019601,
AK019604,
AK019614,
AK019620,
AK019623,
AK019626,
AK019628,
AK019630,
AK019631,
AK019641,
AK019643,
AK019657,
AK019662,
AK019672,
AK019679,
AK019680,
AK019688,
AK019690,
AK019691,
AK019697,
AK019699,
AK019701,
AK019704,
AK019710,
AK019711,
AK019719,
AK019723,
AK019729,
AK019730,
AK019731,
AK019737,
AK019738,
AK019743,
AK019745,
AK019751,
AK019757,
AK019772,
AK019774,
AK019781,
AK019785,
AK019789,
AK019792,
AK019796,
AK019797,
AK019798,
AK019801,
AK019804,
AK019810,
AK019812,
AK019818,
AK019836,
AK019838,
AK019844,
AK020043,
AK020054,
AK020061,
AK020087,
AK020095,
AK020101,
AK020188,
AK020190,
AK020205,
AK020236,
AK020256,
AK020309,
AK020351,
AK020398,
AK020406,
AK020496,
AK020506,
AK020549,
AK020556,
AK020565,
AK020577,
AK020588,
AK020619,
AK020680,
AK020705,
AK020722,
AK020728,
AK020764,
AK020767,
AK020793,
AK020795,
AK020829,
AK020834,
AK020854,
AK020861,
AK020867,
AK020898,
AK020914,
AK020930,
AK020948,
AK020962,
AK021003,
AK021004,
AK021007,
AK021048,
AK021075,
AK021093,
AK021128,
AK021178,
AK021191,
AK021192,
AK021197,
AK021199,
AK021218,
AK021232,
AK021262,
AK021280,
AK021299,
AK021325,
AK021342,
AK021368,LPS Response
AK021377,
AK027935,
AK027957,
AK027968,
AK027991,
AK028005,
AK028012,LPS Response
AK028033,
AK028088,
AK028089,
AK028094,
AK028111,
AK028224,
AK028243,
AK028422,
AK028549,
AK028622,
AK028711,
AK028773,
AK028782,
AK028798,
AK028951,
AK029023,
AK029086,
AK029100,
AK029312,
AK029385,
AK029402,
AK029404,
AK029407,
AK029418,
AK029443,
AK029503,
AK029587,
AK029591,
AK029598,
AK029599,
AK029614,
AK029620,
AK029624,
AK029633,
AK029638,
AK029641,
AK029643,
AK029646,
AK029663,
AK029672,
AK029692,
AK029746,
AK029760,
AK029768,
AK029792,
AK029795,
AK029834,
AK029857,
AK029875,
AK029958,
AK030117,
AK030154,
AK030206,
AK030236,
AK030238,
AK030263,
AK030268,
AK030357,
AK030376,
AK030561,
AK030646,
AK030770,
AK030979,
AK031079,
AK031221,
AK031234,
AK031463,
AK031498,
AK031561,
AK031816,
AK031828,
AK031861,
AK032118,
AK032194,
AK032343,
AK032387,
AK032662,
AK033041,
AK033049,
AK033051,
AK033058,
AK033061,
AK033064,
AK033101,
AK033147,
AK033170,
AK033180,
AK033245,
AK033378,
AK033454,
AK033508,
AK033525,
AK033854,
AK034027,
AK034149,
AK034200,
AK034221,
AK034282,
AK034302,
AK034341,
AK034421,
AK034488,
AK034502,
AK034519,
AK034698,
AK034766,
AK035006,
AK035085,
AK035112,
AK035124,
AK035211,
AK035229,
AK035331,
AK035387,LPS Response
AK035406,
AK035444,
AK035460,
AK035466,
AK035520,
AK035573,
AK035625,
AK035687,
AK035706,
AK035742,
AK035754,
AK035761,
AK035785,
AK035829,
AK035979,
AK035982,
AK035994,
AK036020,
AK036048,
AK036329,
AK036371,
AK036422,
AK036450,
AK036462,
AK036466,
AK036535,
AK036547,
AK036551,
AK036616,
AK036683,
AK036733,
AK036843,
AK036854,
AK036897,LPS Response
AK036949,
AK036974,
AK036982,
AK037056,
AK037070,
AK037113,
AK037155,
AK037159,
AK037193,
AK037419,
AK037512,
AK037623,
AK037830,
AK037841,
AK038087,
AK038306,
AK038391,
AK038423,
AK038428,
AK038444,
AK038589,
AK038598,
AK038602,
AK038603,
AK038605,
AK038606,
AK038624,
AK038627,
AK038632,
AK038653,
AK038665,
AK038693,
AK038711,
AK038730,
AK038749,
AK038784,
AK038791,
AK038827,
AK038843,
AK038880,
AK038886,
AK038933,
AK038969,
AK038985,
AK038992,
AK038993,
AK039014,
AK039020,
AK039023,
AK039030,
AK039053,
AK039060,
AK039065,
AK039090,
AK039091,
AK039104,
AK039110,
AK039117,
AK039118,
AK039125,
AK039132,
AK039159,
AK039238,
AK039256,
AK039268,
AK039269,
AK039279,
AK039284,
AK039360,
AK039361,
AK039362,
AK039373,
AK039417,
AK039419,
AK039421,
AK039480,
AK039487,
AK039500,
AK039511,
AK039557,
AK039577,
AK039581,
AK039589,
AK039595,
AK039608,
AK039624,
AK039635,
AK039657,
AK039686,
AK039693,
AK039712,
AK039720,
AK039749,
AK039780,
AK039809,
AK039813,
AK039820,
AK039827,
AK039829,
AK039836,
AK039837,
AK039862,
AK039882,
AK039954,
AK039957,
AK039960,
AK040027,
AK040028,
AK040035,
AK040057,
AK040058,
AK040061,
AK040062,
AK040090,
AK040104,
AK040110,
AK040143,
AK040159,
AK040166,
AK040173,
AK040197,
AK040202,
AK040222,
AK040224,
AK040231,
AK040272,
AK040276,
AK040320,
AK040357,
AK040387,
AK040398,
AK040418,
AK040426,
AK040452,
AK040485,
AK040553,
AK040557,
AK040640,
AK040659,
AK040665,
AK040671,
AK040684,
AK040705,
AK040707,
AK040737,
AK040752,
AK040808,
AK040865,
AK040873,
AK040960,
AK040967,
AK040992,
AK041061,
AK041109,
AK041142,
AK041157,
AK041254,
AK041267,
AK041287,
AK041310,
AK041328,
AK041339,
AK041408,
AK041437,
AK041461,
AK041463,
AK041537,
AK041570,
AK041587,
AK041589,
AK041614,
AK041628,
AK041716,
AK041746,
AK041762,
AK041795,
AK041893,
AK041972,
AK041976,
AK041998,
AK042010,LPS Response
AK042041,
AK042124,
AK042136,
AK042210,
AK042223,
AK042249,
AK042292,
AK042300,
AK042353,
AK042445,
AK042472,
AK042514,
AK042551,
AK042602,
AK042610,
AK042619,
AK042647,
AK042686,
AK042714,
AK042726,
AK042765,
AK042791,
AK042797,
AK042843,
AK042845,
AK042900,
AK042904,
AK042927,
AK042933,
AK042944,
AK042966,
AK042998,
AK043004,
AK043032,
AK043075,
AK043085,
AK043101,
AK043153,
AK043163,
AK043174,
AK043219,
AK043285,
AK043311,
AK043330,
AK043331,
AK043332,
AK043365,
AK043439,
AK043460,
AK043502,
AK043505,
AK043509,
AK043516,
AK043531,
AK043564,
AK043581,
AK043612,
AK043613,
AK043659,
AK043662,
AK043679,
AK043690,
AK043693,
AK043723,
AK043780,
AK043789,
AK043804,
AK043814,
AK043846,
AK043847,
AK043851,
AK043869,
AK043886,
AK043904,
AK043919,
AK043922,
AK043935,
AK043947,
AK043958,
AK043964,
AK043982,
AK043994,
AK044036,
AK044041,
AK044089,
AK044106,
AK044164,
AK044205,
AK044354,
AK044363,
AK044374,
AK044378,
AK044380,
AK044410,
AK044422,
AK044425,
AK044426,
AK044447,
AK044449,
AK044480,
AK044491,
AK044503,
AK044644,
AK044673,
AK044689,
AK044780,
AK044786,
AK044789,
AK045038,
AK045137,
AK045142,
AK045242,
AK045290,
AK045371,
AK045385,
AK045483,
AK045502,
AK045519,
AK045535,
AK045624,
AK045643,
AK045681,LPS Response
AK045688,
AK045700,
AK045755,
AK045786,
AK045807,
AK045913,
AK045932,
AK045951,
AK046026,
AK046042,
AK046130,
AK046134,
AK046150,
AK046160,
AK046168,
AK046172,
AK046182,
AK046216,
AK046242,
AK046300,
AK046304,
AK046316,
AK046349,
AK046351,
AK046385,
AK046388,
AK046417,
AK046440,
AK046721,
AK046786,
AK046981,
AK047030,
AK047141,
AK047145,
AK047163,
AK047238,
AK047239,
AK047243,
AK047309,
AK047520,
AK047534,
AK047558,
AK047676,
AK047727,
AK047765,
AK047804,
AK047830,
AK047857,
AK047978,
AK047988,
AK048013,
AK048019,
AK048032,
AK048048,
AK048050,
AK048274,
AK048292,
AK048368,
AK048429,
AK048595,
AK048672,
AK048710,
AK048775,
AK048798,
AK048814,
AK048878,
AK048886,
AK048946,
AK049017,
AK049068,
AK049102,
AK049168,
AK049264,
AK049282,
AK049295,
AK049522,
AK049621,
AK049668,
AK049769,
AK049793,
AK049838,
AK049852,
AK049871,
AK049951,
AK049985,
AK050017,
AK050069,
AK050085,
AK050091,
AK050117,
AK050144,
AK050164,
AK050197,
AK050217,
AK050253,
AK050283,
AK050290,
AK050336,
AK050349,
AK050360,
AK050464,
AK050510,
AK050516,
AK050586,
AK050700,
AK050795,
AK050844,
AK050866,
AK050909,LPS Response
AK051008,
AK051019,
AK051055,
AK051057,
AK051166,
AK051383,
AK051417,
AK051451,
AK051482,
AK051514,
AK051804,
AK051847,
AK052161,
AK052226,
AK052293,
AK052414,
AK052572,
AK052590,
AK052594,
AK052627,
AK052681,
AK052773,
AK052788,
AK052792,
AK052801,
AK052812,
AK052878,
AK052880,
AK052881,
AK052909,
AK053027,
AK053040,
AK053084,
AK053109,
AK053124,
AK053136,
AK053148,
AK053157,
AK053178,
AK053193,
AK053216,
AK053225,
AK053246,
AK053270,
AK053295,
AK053296,
AK053376,
AK053416,
AK053418,
AK053790,
AK053957,
AK053982,
AK053994,
AK054042,
AK054076,
AK054106,
AK054221,
AK054333,
AK054344,
AK054420,
AK054431,
AK054493,
AK054504,
AK054515,
AK054526,
AK057615,
AK075572,
AK075633,
AK075658,
AK076253,
AK076313,
AK076318,
AK076344,
AK076358,
AK076389,
AK076555,
AK076583,
AK076597,
AK076605,
AK076622,
AK076655,
AK076657,
AK076658,
AK076660,
AK076661,
AK076664,
AK076665,
AK076672,
AK076673,
AK076674,
AK076676,
AK076685,
AK076687,
AK076688,
AK076690,
AK076692,
AK076700,
AK076701,
AK076706,
AK076709,
AK076711,
AK076715,
AK076716,
AK076722,
AK076728,
AK076733,
AK076734,
AK076739,
AK076752,
AK076755,
AK076759,
AK076774,
AK076779,
AK076783,
AK076784,
AK076789,
AK076790,
AK076794,
AK076796,
AK076805,
AK076808,
AK076817,
AK076827,
AK076831,
AK076840,
AK076842,
AK076845,
AK076847,
AK076848,
AK076849,
AK076851,
AK076852,
AK076853,
AK076865,
AK076883,
AK076892,
AK076894,
AK076896,
AK076897,
AK076902,
AK076906,
AK076909,
AK076911,
AK076914,
AK076916,
AK076918,
AK076925,
AK076929,
AK076930,
AK076931,
AK076935,
AK076937,
AK076938,
AK076939,
AK076945,
AK076946,
AK076947,
AK076949,
AK076950,
AK076954,
AK076959,
AK076961,
AK076963,
AK076966,
AK076976,
AK076978,
AK076979,
AK076984,
AK076987,
AK077008,
AK077029,
AK077035,
AK077064,
AK077070,
AK077115,
AK077143,
AK077157,
AK077163,
AK077166,
AK077175,
AK077204,
AK077350,
AK077353,
AK077358,
AK077405,
AK077427,
AK077428,
AK077474,
AK077481,
AK077492,
AK077587,
AK077682,
AK077811,
AK078239,
AK078255,
AK078307,
AK078316,
AK078321,
AK078352,
AK078367,
AK078446,
AK078566,
AK078606,
AK078705,
AK078931,
AK078949,
AK078979,
AK079012,
AK079017,
AK079018,
AK079188,
AK079222,
AK079280,
AK079285,
AK079377,
AK079380,
AK079403,
AK079404,
AK079527,
AK079595,
AK079657,
AK079660,
AK079662,
AK079670,
AK079675,
AK079699,
AK079709,
AK079713,
AK079714,
AK079730,
AK079754,
AK079763,
AK079777,
AK079798,
AK079804,
AK079812,
AK079813,
AK079912,
AK079921,
AK079929,
AK079938,
AK079939,
AK079953,
AK079954,
AK079957,
AK079958,
AK080009,
AK080010,
AK080030,
AK080051,
AK080057,
AK080063,
AK080070,
AK080176,
AK080222,
AK080223,
AK080247,
AK080258,LPS Response
AK080278,
AK080292,
AK080311,
AK080343,
AK080351,
AK080352,
AK080367,
AK080399,
AK080411,
AK080422,
AK080425,
AK080443,
AK080484,
AK080597,
AK080631,
AK080648,
AK080684,
AK080695,
AK080816,
AK080857,
AK080902,
AK081086,
AK081104,
AK081136,
AK081140,
AK081271,
AK081414,
AK081794,
AK081809,
AK081879,
AK081945,
AK081964,
AK082064,
AK082072,
AK082104,
AK082148,
AK082264,
AK082307,
AK082314,
AK082325,
AK082432,
AK082503,
AK082514,
AK082553,
AK082555,
AK082693,
AK082757,
AK082764,
AK082813,
AK082862,
AK082896,
AK082948,
AK083054,
AK083149,
AK083150,
AK083177,
AK083197,
AK083203,
AK083230,
AK083252,
AK083547,
AK083703,
AK083706,
AK083777,
AK083927,
AK083994,
AK084059,
AK084081,
AK084170,
AK084200,
AK084265,
AK084270,
AK084432,LPS Response
AK084486,
AK084494,
AK084517,LPS Response
AK084554,
AK084560,
AK084599,
AK084646,
AK084679,
AK084809,
AK084828,
AK084903,
AK084954,
AK085062,
AK085136,
AK085201,
AK085253,
AK085274,
AK085275,
AK085305,
AK085325,
AK085337,
AK085341,
AK085342,
AK085353,
AK085365,
AK085371,
AK085384,
AK085420,
AK085428,
AK085438,
AK085459,
AK085480,
AK085522,
AK085533,
AK085535,
AK085570,
AK085609,
AK085625,
AK085632,
AK085652,
AK085758,
AK085760,
AK085761,
AK085762,
AK085764,
AK085768,
AK085771,
